ISO3_Code,Country,Main Country Profile Link,Review Cycle 1 - Summary,Review Cycle 1 - PDF Link,Review Cycle 2 - Summary,Review Cycle 2 - Link
MLT,Malta,https://www.unodc.org/corruption/en/country-profiles/data/MLT.html,"The review highlighted that key institutions in the fight against corruption and economic crime include the Office of the Attorney General, the Police - particularly the Economic Crime Unit, the International Relations Unit, and the INTERPOL Division the Permanent Commission Against Corruption, the Financial Intelligence Analysis Unit (FIAU), the Public Service Commission, the courts, and civil society. Malta has criminalized both active and passive foreign bribery under Articles 115–120 and 121(4) of the Criminal Code. In addition, concealment is criminalized as part of the money-laundering offence, with the PMLA extending liability to persons who conceal criminal proceeds even if they were not involved in the predicate offence.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1406826e.pdf,"The review highlighted Malta’s institutional framework for preventing and combating corruption and economic crime, led by the Office of the Attorney General, the Malta Police Force, and the Public Accounts Committee, and supported by provisions of the Criminal Code and related policies. However, it noted the absence of a mechanism to evaluate the adequacy and implementation of anti-corruption measures, as well as weak coordination among institutions at the national, regional, and international levels. While some legislative and policy initiatives have targeted corruption in the private sector, the review found persistent gaps in ensuring effective collaboration, oversight, and comprehensive implementation of anti-corruption measures.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/17-21February2025/CAC-COSP-IRG-II-2-1-Add.37/2422434E.pdf
MEX,Mexico,https://www.unodc.org/corruption/en/country-profiles/data/MEX.html,"The review commends the solid legal framework, active anti-corruption institutions, and good practices in data management, training, and asset control. At the same time, it pointed to the need for reforms to criminalize transnational passive bribery, expand the scope of bribery offences, establish liability for legal persons, extend limitation periods, restrict immunities, and strengthen both confiscation mechanisms and whistle-blower protections. It also recommended improving access to financial records, enhancing mutual legal assistance in asset recovery, and enabling joint investigations. Overall, the review acknowledged Mexico’s progress but emphasized that further legislative and enforcement reforms are required to ensure full compliance with UNCAC standards.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1505960e.pdf,"The review recognized important advances, including the establishment of the National Anti-Corruption System, improvements in transparency, merit-based recruitment in the civil service, greater openness in procurement through CompraNet, and the creation of the Financial Intelligence Unit. At the same time, the review emphasized remaining gaps such as the absence of a fully coordinated national anti-corruption strategy, the need to identify positions particularly exposed to corruption risks, and the importance of strengthening asset declaration mechanisms and avenues for public participation. It also called for enhanced oversight of beneficial ownership, the possibility of pursuing civil actions and recognizing foreign confiscation orders, and extending the termination of ownership to cover all UNCAC-related offences.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1808278e.pdf
MDA,Moldova,https://www.unodc.org/corruption/en/country-profiles/data/MDA.html,"The review highlighted the establishment of institutions such as the Anti-Corruption Centre, the National Integrity Commission, and the Prosecutor’s Office, alongside legislation criminalizing bribery, trading in influence, illicit enrichment, money laundering, and providing for liability of legal persons. The framework also included provisions for extended and non-conviction-based confiscation. However, the review noted weaknesses in enforcement, including lenient sanctions, excessive reliance on plea bargains, limited protection for whistleblowers, and the absence of a specialized asset management body. While frameworks for extradition, mutual legal assistance, and joint investigations are in place, the review emphasized the need for clearer procedures, broader treaty coverage, and stronger investigative tools, including wider use of wiretaps.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1600996e.pdf,In progress,
MNG,Mongolia,https://www.unodc.org/corruption/en/country-profiles/data/MNG.html,"The review observed that the country implements the convention through the Constitution, Criminal Law, Criminal Procedure Law, Anti-Corruption Law, AML legislation, and institutions such as the Independent Authority Against Corruption (IAAC), Prosecutor’s Office, police, and judiciary. Good practices include the creation of IAAC, national corruption surveys, inter-agency cooperation, expanded money-laundering offences, and active reforms to align domestic law with UNCAC. Challenges remain in fully criminalizing foreign and private sector bribery, trading in influence, illicit enrichment, and certain abuses of functions, while law enforcement requires stronger whistle-blower and witness protections, clearer jurisdiction, better asset declaration systems, and more resources for IAAC. International cooperation frameworks exist for extradition, MLA, joint investigations, and special investigative techniques",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1184854e.pdf,"The review of Mongolia’s under UNCAC noted implementation through the Criminal Code, Anti-Corruption Law, Civil Service Law, AML legislation, and institutions such as the Independent Authority Against Corruption (IAAC), Civil Service Council, FIU, and judiciary. Preventive measures included a national anti-corruption strategy, digital civil service exams, codes of conduct, asset and conflict-of-interest declarations, e-procurement, the “Glass Account” Law, and an e-government platform. Good practices highlighted IAAC’s monitoring role, public financial transparency, and active participation in AML and asset recovery networks. Remaining challenges included insufficient whistleblower protection, limited oversight of high-risk posts and procurement, weak private sector cooperation, and gaps in explicitly criminalizing tax deductibility of bribes, beneficial ownership transparency, regulation of non-financial businesses, and the definition of bearer instrument",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/12-16June2023/CAC-COSP-IRG-II-4-1-Add.3/2301357E.pdf
NAM,Namibia,https://www.unodc.org/corruption/en/country-profiles/data/NAM.html,"The review highlighted that the country gives effect to the convention through the Constitution, Criminal Procedure Act, Anti-Corruption Act, Prevention of Organised Crime Act (POCA), Financial Intelligence Act 2012 (FIA), and institutions like the Anti-Corruption Commission, Prosecutor-General, Financial Intelligence Centre (FIC), police, and judiciary. Its framework criminalizes bribery, money laundering, embezzlement, abuse of functions, obstruction of justice, and liability of legal persons, though illicit enrichment, indirect bribery, trading in influence, and full witness/whistle-blower protection remain gaps. Good practices include strong inter-agency coordination, flexible dual criminality in extradition, and active regional and INTERPOL cooperation. Challenges persist in aligning definitions of “public official,” enhancing sanctions for legal persons, strengthening asset confiscation and management, adopting whistle-blower legislation, expanding jurisdiction, and ensuring ACC independence. International cooperation mechanisms exist for extradition, MLA, and joint investigations.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1506982e.pdf,"Namibia ratified UNCAC in 2004 and enforces it through the Anti-Corruption Act, Whistle-blower Protection Act, Witness Protection Act, AML and procurement laws, with institutions including the Namibian Anti-Corruption Commission (ACC), Prosecutor General, Auditor General, and Ombudsman. Preventive measures include the 2021–2025 National Anti-Corruption Strategy, integrity committees, public service rules, procurement oversight, and draft access-to-information legislation, with good practices such as civil society involvement, annual charter audits, and regional AML cooperation. Challenges remain in ACC independence, political finance regulation, whistle-blower protection, conflict-of-interest management, procurement transparency, judicial ethics, and private sector integrity. On asset recovery, Namibia has confiscation and MLA frameworks, an asset forfeiture unit, and a criminal assets fund, but gaps include weak beneficial ownership systems",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/10-14June2024/CAC-COSP-IRG-II-5-1/2318152E.pdf
NLD,Netherlands,https://www.unodc.org/corruption/en/country-profiles/data/NLD.html,"According to the review, the country applies the convention through the Penal Code, the Criminal Procedure Code, and related legislation, with enforcement carried out by the police, prosecution services, the Financial Intelligence Unit (FIU), and specialized anti-corruption bodies. The framework criminalizes domestic, foreign, and private sector bribery, embezzlement, abuse of functions, money laundering, obstruction of justice, and establishes corporate liability. Good practices include comprehensive bribery provisions, strong confiscation mechanisms, specialized financial crime courts, and proactive money-laundering prosecutions. Nonetheless, challenges persist in fully criminalizing trading in influence and illicit enrichment, strengthening sanctions for bribery and corporate liability, and enhancing whistleblower protections.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1403530e.pdf,"The review highlighted the Netherlands’ implementation of UNCAC through the Constitution, the Criminal Code, anti-money laundering (AML) and procurement laws, with oversight by institutions such as the Ombudsman, the Whistle-blowers Authority, the Court of Audit, the Financial Intelligence Unit (FIU), and the Public Prosecution Service. Good practices included beneficial ownership registers, e-procurement systems, freedom of information (FOI) rules, whistleblower protections, risk-based AML supervision, and multidisciplinary teams for confiscation cases. However, the review identified challenges such as the absence of a national anti-corruption strategy, weak monitoring of integrity policies, gaps in political finance transparency, limited verification of conflict-of-interest and asset declarations, shortcomings in whistleblower and post-employment rules, and the lack of clear legislation governing asset return.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/4-8September2023/CAC-COSP-IRG-II-4-1-Add.9/2314963E.pdf
NZL,New Zealand,https://www.unodc.org/corruption/en/country-profiles/data/NZL.html,"The review indicated that the convention is operationalized in the country through the Crimes Act, Secret Commissions Act, Criminal Proceeds (Recovery) Act, and other laws, with key institutions including the Serious Fraud Office, Ministry of Justice, Financial Intelligence Unit (FIU), and Organized Financial Crime Agency of New Zealand (OFCANZ). Its framework criminalizes bribery (domestic, foreign, private sector), trading in influence, money laundering, obstruction of justice, and liability of legal persons, with strong tools like civil forfeiture, no general immunities, broad whistle-blower protection, and specialized authorities. Good practices include a victims’ code, risk assessment tools, and active regional cooperation. Challenges remain in abolishing facilitation payments, criminalizing illicit enrichment, expanding offences (e.g., abuse of functions, private sector embezzlement), ensuring stronger obstruction and disqualification rules, clarifying statutes of limitation, and strengthening extradition and MLA by removing dual criminality barriers and expanding asset recovery mechanisms.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1704658e.pdf,In progress,
NGA,Nigeria,https://www.unodc.org/corruption/en/country-profiles/data/NGA.html,"The review noted that the country enforces the convention through the Corrupt Practices and Other Related Offences (ICPC)  Act, Economic and Financial Crimes Commission (EFCC) Act, AML laws, Code of Conduct Bureau Act, Penal and Criminal Codes, and institutions such as  Corrupt Practices and Other Related Offences (ICPC), Economic and Financial Crimes Commissio (EFCC), police, and judiciary. It criminalizes bribery, money laundering, embezzlement, abuse of functions, illicit enrichment, obstruction of justice, and liability of legal persons, though gaps remain in fully addressing foreign bribery, trading in influence, private sector bribery, and whistle-blower/witness protection. Good practices include no statute of limitations for corruption offences, confiscation without conviction, and case management reforms to reduce trial delays. Challenges include weak coordination, low sanctions for legal persons, broad immunities for top officials, lack of comprehensive statistics, and pending witness protection and proceeds of crime legislation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1403916e.pdf,"The review highlighted Nigeria’s anti-corruption framework under the Independent Corrupt Practices and Other Related Offences Commission (ICPC) Act, the Economic and Financial Crimes Commission (EFCC) Act, the Anti-Money Laundering Act (AMLA), the Public Procurement Act, the Freedom of Information (FOI) Act, and the Code of Conduct Bureau (CCB) Act, implemented by institutions such as the ICPC, EFCC, CCB, Bureau of Public Procurement (BPP), and the Nigerian Financial Intelligence Unit (NFIU). Good practices included the National Anti-Corruption Strategy, ICPC’s Anti-Corruption and Transparency Units, public participation in budget processes, and strong civil society engagement. However, the review noted challenges in clarifying agency mandates, ensuring institutional independence, strengthening whistleblower protections, regulating political finance, and improving procurement oversight. On asset recovery, it recognized effective use of confiscation, non-conviction-based forfeiture, and mutual legal assistance (MLA) tools, alongside progress in asset return.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1904649e.pdf
NOR,Norway,https://www.unodc.org/corruption/en/country-profiles/data/NOR.html,"The review notes that the country enforces the convention through the Penal Code, Criminal Procedure Act, and Extradition Act, with institutions like the Ministry of Justice, Prosecution Authority, National Authority for Investigation and Prosecution of Economic and Environmental Crime (ØKOKRIM), and the police as key actors. Its laws criminalize bribery (domestic, foreign, and private sector), trading in influence, embezzlement, abuse of office, money laundering (including self-laundering), obstruction of justice, and liability of legal persons, with good practices such as broad coverage of officials, strong confiscation powers, an all-crimes AML approach, robust witness protection, and effective cooperation between authorities and the private sector. Challenges remain in data collection on corruption offences, clarifying the concept of “promise” in bribery, and ensuring legal certainty for extradition, MLA, confidentiality, and specialty rules.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1388733e.pdf,"The review highlighted Norway’s robust anti-corruption framework through the Penal Code, AML and procurement laws, and institutions such as National Authority for Investigation and Prosecution of Economic and Environmental Crime (ØKOKRIM), the FIU, and the Auditor General. Good practices included integrity guidelines, ethical codes, political finance transparency, e-procurement, public tax data access, and strong AML measures. However, the review noted gaps in policy coordination, conflict-of-interest rules, whistleblower protection, procurement transparency, and prosecution independence, while recommending clearer procedures for foreign confiscation orders and stronger oversight of beneficial ownership.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/12-16June2023/CAC-COSP-IRG-II-4-1-Add.4/2305608E.pdf
OMN,Oman,https://www.unodc.org/corruption/en/country-profiles/data/OMN.html,"The review found that the convention is operationalized in the country through the Criminal Code, AML and procurement laws, and institutions like the State Audit Institution, Public Prosecution for Public Funds Crimes, Financial Intelligence Unit (FIU), and Royal Oman Police. Its framework criminalizes bribery, embezzlement, abuse of functions, money laundering, concealment, obstruction of justice, and some liability of legal persons, but gaps remain in foreign and private sector bribery, trading in influence, illicit enrichment, full liability of legal persons, and protection for witnesses and whistle-blowers. Good practices include post-service limitation periods for offences, explicit criminalization of acceptance of bribes after the act, and strong domestic institutional cooperation. Challenges include strengthening confiscation and asset management rules, overcoming bank secrecy, broadening jurisdiction, and expanding corporate liability and sanctions.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1506090e.pdf,"The review highlighted Oman’s anti-corruption framework under the Criminal Code, anti-money laundering (AML) and procurement laws, implemented by the State Audit Institution, Public Prosecution, Financial Intelligence Unit (FIU), and Capital Market Authority. Good practices included judicial integrity measures, e-systems in courts, and participation in Middle East and North Africa Financial Action Task Force (MENAFATF), Cooperation Council for the Arab States of the Gulf (GCC), and  International Criminal Police Organization (INTERPOL). However, the review noted challenges in finalizing the national anti-corruption strategy, strengthening conflict-of-interest and whistleblower protections, regulating political finance, improving procurement transparency, and enhancing private-sector integrity. On asset recovery, it observed that while Oman uses AML provisions and treaties for confiscation and mutual legal assistance (MLA), it lacks comprehensive asset recovery legislation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1904134e.pdf
PRY,Paraguay,https://www.unodc.org/corruption/en/country-profiles/data/PRY.html,"The review highlighted the establishment of an anti-corruption framework involving National Anti-Corruption Secretariat (SENAC), the Public Prosecution Service, the Comptroller-General, Secretariat for the Prevention of Money- and Property-Laundering (SEPRELAD), and the judiciary. The legal framework criminalizes bribery of national officials, trading in influence, embezzlement, illicit enrichment, money laundering, and concealment, with notable progress in asset declarations, inter-agency coordination, and the creation of specialized prosecution units. Nonetheless, important gaps remain, including the absence of criminalization for foreign and private sector bribery and abuse of functions, limited liability for legal persons, weak whistleblower protections, and persistent challenges in asset confiscation. The recommendations therefore emphasize legislative reforms, stronger witness protection, the adoption of a national anti-corruption strategy, and enhanced mechanisms for asset recovery and international cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1405628e.pdf,In progress,
PER,Peru,https://www.unodc.org/corruption/en/country-profiles/data/PER.html,"The review  noted reforms to the Criminal Code that criminalize bribery, embezzlement, illicit enrichment, abuse of functions, and money laundering, backed by specialized prosecutors, courts, and police units. Good practices were identified, including the establishment of a national witness protection programme, incentives for cooperation, and mechanisms for inter-agency coordination. Nonetheless, the review highlighted gaps such as the lack of provisions on foreign and private sector bribery, active trading in influence, conspiracy to launder, comprehensive whistleblower protection, and stronger asset confiscation powers. Recommendations focused on legislative reforms, the development of unified corruption statistics, enhanced asset management systems, simplified extradition procedures, more joint investigations, and expanded international cooperation, with technical assistance advised for law drafting, capacity-building, and improvements in mutual legal assistance.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1383902e.pdf,"Peru’s review under UNCAC highlighted progress through the National Policy on Integrity, the Civil Service Act, procurement and transparency reforms, and AML measures, with institutions such as High Level Anti-Corruption Commission (CAN), the Secretariat for Public Integrity, and the Comptroller General playing key roles. Notable advances included whistleblower protection, lobbying and interest declaration rules, e-procurement, citizen monitoring, and strong FIU powers. Remaining challenges concerned civil service reform, regulation of high-risk posts, enforcement of declarations, and preventing the tax deductibility of bribes. On asset recovery, while confiscation, MLA, and non-conviction-based forfeiture are in place, the review noted difficulties with foreign civil claims, information-sharing on declarations, coverage of foreign accounts, and ensuring full asset return, recommending legal reforms and stronger cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2003431e.pdf
PHL,Philippines,https://www.unodc.org/corruption/en/country-profiles/data/PHL.html,"The Philippines ratified UNCAC in 2006 and enforces it through the Revised Penal Code, Anti-Graft and Corrupt Practices Act, AMLA, Plunder Law, and institutions such as the Ombudsman, Sandiganbayan, Philippine National Police (PNP), Anti-Money Laundering Council (AMLC), and Civil Service Commission (CSC). The framework criminalizes bribery, embezzlement, abuse of functions, illicit enrichment, money laundering, obstruction of justice, and liability of legal persons, with good practices like the Sandiganbayan for high-level cases, the Witness Protection Program, broad AML coverage, and inter-agency cooperation. Challenges include the absence of foreign and private sector bribery offences, incomplete trading in influence provisions, weak whistle-blower protections, limited Office of the Ombudsman (OMB) powers",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1388707e.pdf,"The review highlighted the Philippines’ anti-corruption framework through the Constitution, Anti-Graft and Corrupt Practices Act, Anti-Money Laundering Act (AMLA), Procurement Reform Act, and Forfeiture Law, overseen by the Office of the Ombudsman, Anti-Money Laundering Council, Civil Service Commission, Commission on Audit, and Presidential Anti-Corruption Commission. Good practices included the Integrity Management Program, e-procurement, open data systems, and anti-corruption education. However, the review noted gaps in whistleblower protection, conflict-of-interest management, political finance regulation, procurement appeals, and beneficial ownership transparency, as well as challenges in inter-agency coordination and enforcement capacity.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/13-17June2022/CAC-COSP-IRG-II-3-1-ADD.7/V2202191_E.pdf
POL,Poland,https://www.unodc.org/corruption/en/country-profiles/data/POL.html,"The review observed that the country implements the convention through the Penal Code, Criminal Procedure Code, and specialized laws, with the Central Anti-Corruption Bureau (CBA), prosecution services, and FIU as key institutions. It criminalizes bribery (domestic, foreign, private sector), trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices including broad foreign bribery provisions, protection for immunity witnesses, and online/helpline reporting systems. Challenges remain with loopholes in definitions of public officials, restrictive provisions on private sector bribery and money laundering, weak liability of legal persons, limited whistle-blower protections, excessive immunities, and inefficiencies in asset administration",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/13-15October2014/V1406186e.pdf,"The review highlighted Poland’s anti-corruption framework through the Constitution, Criminal Code, AML and procurement laws, overseen by institutions such as the Anti-Corruption Bureau (CBA), Asset Recovery Office, Supreme Audit Office, prosecution, police, and FIU. Good practices included anti-corruption guidelines, e-learning tools, e-procurement, beneficial ownership registers, and extended confiscation. However, the review noted the absence of a national anti-corruption strategy, weak whistleblower protection, fragmented conflict-of-interest and asset declaration systems, limited judicial safeguards, and gaps in asset return laws, recommending stronger coordination, protections, and clearer asset recovery frameworks.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/28Aug-6Sep2024/CAC-COSP-IRG-II-3-1-Add.16/2411550E.pdf
PRT,Portugal,https://www.unodc.org/corruption/en/country-profiles/data/PRT.html,"The review noted the country enforces the convention through the Constitution, Criminal Code, Law 20/2008 on corruption, Law 93/99 on witness protection, and Law 144/99 on international cooperation, with institutions like the Public Prosecutor’s Office, Central Department for Criminal Investigation and Prosecution (DCIAP), and Judicial Police’s anti-corruption unit (UNCC). It criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices such as centralized criminal and bank data systems, hotlines for reporting corruption, NGO cooperation, and anonymous witness protection. Challenges include the absence of illicit enrichment, limits on corporate liability and embezzlement offences, lack of conspiracy and attempt provisions, gaps in asset declaration and retention offences, statutes of limitation starting at commission instead of discovery, and incomplete international cooperation frameworks.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1385719e.pdf,"The review noted Portugal’s anti-corruption framework through the Constitution, Criminal Code, AML and procurement laws, supported by bodies such as the Council for Corruption Prevention, Public Prosecution Service, FIU, and asset recovery offices. Good practices included the BASE e-procurement portal, prohibition of anonymous donations, AML coordination platforms, beneficial ownership registers, and proactive financial intelligence sharing. However, the review noted the absence of a national anti-corruption strategy, weak whistleblower protection, fragmented conflict-of-interest and asset declaration systems, and unclear asset return procedures, recommending stronger protections, clearer recovery rules, and enhanced international cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1808499e.pdf
QAT,Qatar,https://www.unodc.org/corruption/en/country-profiles/data/QAT.html,"The review observed that the country implements the convention through the Constitution, Penal Code, AML Law, and institutions such as the Public Prosecution, Administrative Control and Transparency Authority, and FIU. Its framework criminalizes bribery, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, but gaps remain in foreign and private sector bribery, illicit enrichment, broader trading in influence, full obstruction offences, and whistle-blower and witness protection. Good practices include treating abuse of functions in the private sector as an AML aggravating factor, unlimited fines for legal persons in money-laundering cases, and remote case-file monitoring. Challenges include clarifying bribery and embezzlement provisions, strengthening asset confiscation, extending jurisdiction, regulating asset management, and improving protection systems. On international cooperation, Qatar has extradition, MLA, and law enforcement frameworks using UNCAC",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1503855e.pdf,"The review found that Qatar has a solid anti-corruption framework grounded in laws on audit, anti-money laundering (AML), procurement, access to information, civil service, and witness protection, implemented by the Administrative Control and Transparency Authority, Audit Bureau, Financial Intelligence Unit (FIU), and Public Prosecution. Good practices included e-procurement, beneficial ownership registers, awareness programmes, and representation of oversight bodies on procurement committees, as well as strong AML frameworks and MLA case management systems. However, the review noted challenges in ensuring the independence of oversight bodies, regulating conflicts of interest, political finance, procurement transparency, and strengthening whistleblower protections.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/17-21February2025/CAC-COSP-IRG-II-5-1-Add.7/2422433E.pdf
KOR,Republic of Korea,https://www.unodc.org/corruption/en/country-profiles/data/KOR.html,"The review highlighted that the convention is operationalized in the country through the Constitution, Criminal Act, AML and whistle-blower laws, with institutions such as the Anti-Corruption and Civil Rights Commission (ACRC), Public Prosecutor’s Office, police, FIU, and the Board of Audit and Inspection. It criminalizes bribery (domestic, foreign, and private sector), trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices including detailed sentencing guidelines, layered bribery sanctions, strong victim protection, dedicated investigative units, and inter-agency cooperation through a national case database. Challenges include gaps in criminalizing undue influence, private sector bribery, certain money-laundering predicates, obstruction of justice, and full corporate liability, while whistle-blower protections need expansion.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1388701e.pdf,"The review highlighted that  the Republic of Korea’s strengthened anti-corruption framework through the Criminal Act, the Anti-Corruption and Civil Rights Commission (ACRC) Act, the Improper Solicitation and Graft Act, the Public Service Ethics Act, and related AML and procurement laws, with oversight by the ACRC, the Board of Audit and Inspection, the Financial Intelligence Unit (FIU), and prosecution services. Good practices included a comprehensive anti-corruption plan with citizen participation, e-procurement systems, strong access-to-information mechanisms, whistleblower protections, beneficial ownership registers, and active international cooperation. However, the review identified challenges in selection and training for high-risk positions, strengthening conflict-of-interest rules, expanding AML coverage to all non-financial professions, and improving private sector integrity and whistleblower awareness.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/12-16June2023/CAC-COSP-IRG-II-4-1-Add.2/2304564E.pdf
ROU,Romania,https://www.unodc.org/corruption/en/country-profiles/data/ROU.html,"The review notes that the country implements the convention through the Constitution, Criminal Code, anti-corruption and AML laws, and institutions such as the National Anticorruption Directorate (NAD), General Anticorruption Directorate, and National Integrity Agency (NIA). It criminalizes bribery (domestic, foreign, private sector), trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices including broad definitions of public officials, active prosecution of corruption, strong corporate liability rules, and involvement of civil society in the National Anti-Corruption Strategy. Challenges include automatic immunity for self-denunciation, limits on bribery of international officials, parliamentary immunities, lack of criminalization of illicit enrichment",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1387398e.pdf,"The review noted Romania’s comprehensive anti-corruption framework led by the Ministry of Justice, National Anti-Corruption Directorate, National Integrity Agency, General Anti-Corruption Directorate, Financial Intelligence Unit (FIU), and asset management agencies. Good practices included the 2021–2025 National Anti-Corruption Strategy, integrity plans, public asset declaration portals, and conflict-of-interest prevention tools. However, the review highlighted challenges such as excessive use of emergency legislation, limited institutional independence, weak whistleblower and conflict-of-interest rules, procurement irregularities, and gaps in judicial integrity and political finance transparency.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/10-14June2024/CAC-COSP-IRG-II-4-1-Add.10/2318149E.pdf
RUS,Russian Federation,https://www.unodc.org/corruption/en/country-profiles/data/RUS.html,"The review highlighted a wide framework with the Anti-Corruption Act, AML laws, Criminal Code reforms, and institutions like the Presidential Anti-Corruption Council, Prosecutor’s Office, Investigative Committee, and Financial Monitoring Service. It criminalizes bribery (public, foreign, and private sector), embezzlement, abuse of authority, money laundering, obstruction of justice, concealment, and liability of legal persons, with good practices such as proportional fines, cooperation incentives, and specialized anti-corruption units. Key gaps include clarifying “offer” and “promise” of bribes, fully addressing trading in influence and private sector bribery, strengthening judicial consistency and investigator training, and expanding international cooperation through more agreements and systematic data collection",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1382896Ae.pdf,"The review highlighted Russia’s comprehensive anti-corruption framework built on the Anti-Corruption Act, AML laws, civil service and procurement reforms, and national anti-corruption strategies, overseen by the Presidential Council, Prosecutor’s Office, and Rosfinmonitoring. It recognized good practices such as electronic procurement, codes of conduct, whistle-blower protection guidelines, beneficial ownership rules, and active engagement in Financial Action Task Force (FATF), Group of States against Corruption (GRECO), and OECD networks. However, key gaps remain in enforcing conflict-of-interest provisions, strengthening oversight of the private sector, identifying politically exposed persons, and clarifying asset return procedures. The review recommended legislative updates, enhanced training, and clearer asset recovery rules.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/13-17June2022/CAC-COSP-IRG-II-2-1-Add.29/V2108943_E.pdf
